/mnt/f/code/busybox-1.18.5/applets/applets.cfg,93,2,4,3,brute-force,2.8217562627530978e-5,2.7778140923576645e-5,2.9026062907052204e-5,2.0183207588289563e-6,1.3499073489416494e-6,3.176801463623919e-6
/mnt/f/code/busybox-1.18.5/applets/applets.cfg,93,2,4,3,shallow,1.4710387475884597e-5,1.4602523643760269e-5,1.490885953044695e-5,4.357627648367495e-7,2.615999360622017e-7,6.926692155297779e-7
/mnt/f/code/busybox-1.18.5/applets/applets.cfg,93,2,4,3,deep,1.1367365015899929e-4,1.1209924185134381e-4,1.1666100023378668e-4,7.284782114193183e-6,2.220822559717144e-6,1.1903307323127761e-5
/mnt/f/code/busybox-1.18.5/archival/ar.cfg,193,1,2,2,brute-force,2.287489473437429e-5,2.256323479439849e-5,2.4110546054047385e-5,1.7104236240540006e-6,5.555886059155453e-7,3.4106753736946273e-6
/mnt/f/code/busybox-1.18.5/archival/ar.cfg,193,1,2,2,shallow,2.041704706586015e-5,2.0117112707086276e-5,2.0908212358619432e-5,1.1603650473235326e-6,8.303291018317884e-7,1.5979505594956419e-6
/mnt/f/code/busybox-1.18.5/archival/ar.cfg,193,1,2,2,deep,2.476854069674549e-4,2.448509608777486e-4,2.5477317198012336e-4,1.3495514528724433e-5,5.871524933798442e-6,2.5648315024050996e-5
/mnt/f/code/busybox-1.18.5/archival/bbunzip.cfg,199,7,128,144,brute-force,3.4995527970993414e-3,3.451445047684879e-3,3.572880004611523e-3,1.8995953105663689e-4,1.3644220425967305e-4,2.784457354217232e-4
/mnt/f/code/busybox-1.18.5/archival/bbunzip.cfg,199,7,128,144,shallow,1.5364763445573327e-3,1.51942231322928e-3,1.5707725815050392e-3,8.14751303939241e-5,5.159412612873184e-5,1.3906060160220107e-4
/mnt/f/code/busybox-1.18.5/archival/bbunzip.cfg,199,7,128,144,deep,2.5680254349710375e-4,2.538154013699077e-4,2.6051388049679286e-4,1.1302163420815786e-5,7.182201771463505e-6,1.5188281586118183e-5
/mnt/f/code/busybox-1.18.5/archival/bzip2.cfg,1507,1,2,4,brute-force,1.843288599600209e-4,1.832735853655897e-4,1.858114741338401e-4,4.141637870636418e-6,2.7905075836659893e-6,5.9761272042807485e-6
/mnt/f/code/busybox-1.18.5/archival/bzip2.cfg,1507,1,2,4,shallow,3.784747716077984e-4,3.728954448560983e-4,3.8687256847117065e-4,2.1749894759882246e-5,1.5238375809056882e-5,3.27703511121367e-5
/mnt/f/code/busybox-1.18.5/archival/bzip2.cfg,1507,1,2,4,deep,1.810788327048879e-3,1.7995853378640137e-3,1.82629063265979e-3,4.19188871792033e-5,2.8196640792175827e-5,6.663927134609865e-5
/mnt/f/code/busybox-1.18.5/archival/dpkg.cfg,806,4,16,16,brute-force,8.626226710762594e-4,8.48248257189032e-4,8.879339102266691e-4,6.304088065472073e-5,3.888103995239957e-5,1.0622969356491535e-4
/mnt/f/code/busybox-1.18.5/archival/dpkg.cfg,806,4,16,16,shallow,7.931026345944904e-4,7.82882858240001e-4,8.148161049622257e-4,4.70426234603778e-5,2.4503720719080234e-5,7.382289594428374e-5
/mnt/f/code/busybox-1.18.5/archival/dpkg.cfg,806,4,16,16,deep,1.0079959105606954e-3,9.960977863065473e-4,1.0264982988470266e-3,4.7839176778414e-5,3.1434230787086806e-5,7.662163831622577e-5
/mnt/f/code/busybox-1.18.5/archival/dpkg_deb.cfg,152,4,16,16,brute-force,1.8981176282249716e-4,1.8686346970415605e-4,1.9451480457893832e-4,1.2306691294155177e-5,7.459237924483852e-6,1.8080865331869944e-5
/mnt/f/code/busybox-1.18.5/archival/dpkg_deb.cfg,152,4,16,16,shallow,1.3876287841654267e-4,1.3674167443113294e-4,1.4152457525145226e-4,8.152108177386712e-6,5.7368307886957666e-6,1.0874003655967183e-5
/mnt/f/code/busybox-1.18.5/archival/dpkg_deb.cfg,152,4,16,16,deep,1.914757505181277e-4,1.895524683997365e-4,1.943815721014519e-4,8.035096126988622e-6,6.199271807829343e-6,1.019715881898083e-5
/mnt/f/code/busybox-1.18.5/archival/gzip.cfg,775,2,4,4,brute-force,1.9627246123967131e-4,1.9298296942700128e-4,2.0204291131857327e-4,1.3676805076690549e-5,8.375238863735076e-6,2.1455245683939935e-5
/mnt/f/code/busybox-1.18.5/archival/gzip.cfg,775,2,4,4,shallow,1.8408272941908808e-4,1.8291831469577176e-4,1.8566813984031654e-4,4.812883657861078e-6,3.482149738539983e-6,6.344206857037207e-6
/mnt/f/code/busybox-1.18.5/archival/gzip.cfg,775,2,4,4,deep,9.814513193985369e-4,9.538844119124777e-4,1.0377481191466086e-3,1.2722714961821167e-4,7.312143923412981e-5,1.9900631657996173e-4
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_align.cfg,93,0,0,1,brute-force,1.0734734662696581e-8,1.0541166670988106e-8,1.0969575564851609e-8,7.267865529117511e-10,5.745579055316138e-10,1.0052928490215254e-9
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_align.cfg,93,0,0,1,shallow,5.113407743697608e-6,5.011558453267986e-6,5.266523564503976e-6,4.1279742545019655e-7,3.167751025297884e-7,5.283604079267476e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_align.cfg,93,0,0,1,deep,1.1326143873425437e-4,1.1226330850587007e-4,1.1518983852963197e-4,4.699825770807654e-6,2.023577348483642e-6,8.882076587674176e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_all.cfg,193,5,32,16,brute-force,4.499260020294251e-4,4.4563409254603874e-4,4.567380342402161e-4,1.8051760477843005e-5,1.2212433196946838e-5,2.6737156492381616e-5
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_all.cfg,193,5,32,16,shallow,1.6953700032490507e-4,1.68123339632791e-4,1.722942202985738e-4,6.41458058755736e-6,4.145375708371147e-6,9.819039826569917e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_all.cfg,193,5,32,16,deep,2.332259491429442e-4,2.3188773076175705e-4,2.3560888669026169e-4,5.673331455490802e-6,3.750961740547673e-6,9.599169096302233e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_command.cfg,152,2,4,4,brute-force,4.065315743358735e-5,4.029461532482288e-5,4.1236282789179155e-5,1.5397998718153917e-6,1.068889944922721e-6,2.1743824061046207e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_command.cfg,152,2,4,4,shallow,3.3027544160279446e-5,3.2528130162369074e-5,3.3773778056636545e-5,2.0918656538204684e-6,1.5317341935273446e-6,2.954384685483774e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_command.cfg,152,2,4,4,deep,1.838216311736832e-4,1.8328507609708278e-4,1.844275222836386e-4,2.0238292505739716e-6,1.6524907811801992e-6,2.7192438308401518e-6
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_stdout.cfg,92,0,0,1,brute-force,1.0218231924543945e-8,1.0093591267473001e-8,1.0415836806929798e-8,5.180219979391801e-10,3.356182463665315e-10,7.210013292524599e-10
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_stdout.cfg,92,0,0,1,shallow,4.848750790161022e-6,4.824426542736938e-6,4.885882711056004e-6,1.0559674070264533e-7,6.911783433293063e-8,1.7346087436332828e-7
/mnt/f/code/busybox-1.18.5/archival/libarchive/data_extract_to_stdout.cfg,92,0,0,1,deep,1.1214499169482186e-4,1.1107883161704642e-4,1.1363483872677402e-4,4.401377846683894e-6,3.024736774415316e-6,6.254610625947782e-6
